<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
LKOH;0;20260414;70045;5438.5;30
LKOH;0;20260414;70049;5444.5;1
LKOH;0;20260414;70049;5444.5;1
LKOH;0;20260414;70049;5444.5;1
LKOH;0;20260414;70049;5445.0;1
LKOH;0;20260414;70049;5445.5;1
LKOH;0;20260414;70049;5445.5;4
LKOH;0;20260414;70049;5446.0;1
LKOH;0;20260414;70049;5447.0;40
LKOH;0;20260414;70053;5443.5;3
LKOH;0;20260414;70054;5444.0;1
LKOH;0;20260414;70056;5444.0;1
LKOH;0;20260414;70057;5444.0;1
LKOH;0;20260414;70058;5444.0;1
LKOH;0;20260414;70101;5443.0;1
LKOH;0;20260414;70102;5443.5;1
LKOH;0;20260414;70103;5442.5;2
LKOH;0;20260414;70103;5442.5;5
LKOH;0;20260414;70104;5443.5;1
LKOH;0;20260414;70105;5444.0;1
LKOH;0;20260414;70110;5444.5;3
LKOH;0;20260414;70119;5444.5;12
LKOH;0;20260414;70119;5444.5;64
LKOH;0;20260414;70119;5445.0;24
LKOH;0;20260414;70122;5442.5;1
LKOH;0;20260414;70125;5443.0;5
LKOH;0;20260414;70125;5443.0;5
LKOH;0;20260414;70125;5443.5;6
LKOH;0;20260414;70125;5443.5;12
LKOH;0;20260414;70125;5443.5;7
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.0;5
LKOH;0;20260414;70125;5444.5;1
LKOH;0;20260414;70125;5445.0;20
LKOH;0;20260414;70130;5442.5;1
LKOH;0;20260414;70130;5445.0;256
LKOH;0;20260414;70130;5445.0;12
LKOH;0;20260414;70130;5445.0;20
LKOH;0;20260414;70130;5445.5;20
LKOH;0;20260414;70130;5446.0;5
LKOH;0;20260414;70130;5446.0;5
LKOH;0;20260414;70130;5446.0;20
LKOH;0;20260414;70130;5446.5;47
LKOH;0;20260414;70138;5442.5;5
LKOH;0;20260414;70138;5442.5;8
LKOH;0;20260414;70138;5442.5;6
LKOH;0;20260414;70138;5442.0;9
LKOH;0;20260414;70138;5442.0;9
LKOH;0;20260414;70138;5442.0;2
LKOH;0;20260414;70138;5441.5;13
LKOH;0;20260414;70138;5441.5;5
LKOH;0;20260414;70138;5441.5;2
LKOH;0;20260414;70138;5441.0;1
LKOH;0;20260414;70138;5441.0;6
LKOH;0;20260414;70138;5441.0;9
LKOH;0;20260414;70146;5440.5;1
LKOH;0;20260414;70146;5440.0;5
LKOH;0;20260414;70149;5443.5;1
LKOH;0;20260414;70149;5443.5;4
LKOH;0;20260414;70151;5441.5;1
LKOH;0;20260414;70151;5441.0;1
LKOH;0;20260414;70151;5440.5;4
LKOH;0;20260414;70151;5440.5;9
LKOH;0;20260414;70155;5440.0;5
LKOH;0;20260414;70155;5440.0;12
LKOH;0;20260414;70155;5440.0;1
LKOH;0;20260414;70155;5440.0;1
LKOH;0;20260414;70155;5439.5;18
LKOH;0;20260414;70157;5443.0;3
LKOH;0;20260414;70200;5443.0;71
LKOH;0;20260414;70200;5443.5;1
LKOH;0;20260414;70200;5443.5;1
LKOH;0;20260414;70200;5443.5;1
LKOH;0;20260414;70200;5443.5;1
LKOH;0;20260414;70200;5443.5;15
LKOH;0;20260414;70203;5441.5;2
LKOH;0;20260414;70203;5441.0;1
LKOH;0;20260414;70203;5441.0;1
LKOH;0;20260414;70203;5440.5;2
LKOH;0;20260414;70203;5440.5;12
LKOH;0;20260414;70203;5440.5;1
LKOH;0;20260414;70203;5440.5;1
LKOH;0;20260414;70203;5440.5;14
LKOH;0;20260414;70203;5440.0;20
LKOH;0;20260414;70203;5439.5;20
LKOH;0;20260414;70203;5439.0;20
LKOH;0;20260414;70203;5438.5;2
LKOH;0;20260414;70203;5438.0;1
LKOH;0;20260414;70203;5438.0;3
LKOH;0;20260414;70203;5438.0;20
LKOH;0;20260414;70203;5438.0;74
LKOH;0;20260414;70203;5437.5;64
LKOH;0;20260414;70203;5437.5;50
LKOH;0;20260414;70203;5437.5;10
LKOH;0;20260414;70203;5437.5;14
LKOH;0;20260414;70203;5437.0;283
LKOH;0;20260414;70203;5442.5;40
LKOH;0;20260414;70205;5441.0;1
LKOH;0;20260414;70205;5441.0;1
LKOH;0;20260414;70205;5441.0;8
LKOH;0;20260414;70224;5438.5;1
LKOH;0;20260414;70224;5438.5;12
LKOH;0;20260414;70224;5438.5;1
LKOH;0;20260414;70224;5438.5;1
LKOH;0;20260414;70224;5438.5;1
LKOH;0;20260414;70224;5438.5;1
LKOH;0;20260414;70224;5438.0;8
LKOH;0;20260414;70224;5437.5;20
LKOH;0;20260414;70224;5437.5;28
LKOH;0;20260414;70224;5437.0;425
LKOH;0;20260414;70240;5437.5;1
LKOH;0;20260414;70247;5437.0;300
LKOH;0;20260414;70248;5437.0;10
LKOH;0;20260414;70255;5437.5;1
LKOH;0;20260414;70255;5438.0;1
LKOH;0;20260414;70255;5438.0;5
LKOH;0;20260414;70255;5438.0;11
LKOH;0;20260414;70256;5437.0;2
LKOH;0;20260414;70259;5437.0;1
LKOH;0;20260414;70301;5439.0;1
LKOH;0;20260414;70301;5438.0;3
LKOH;0;20260414;70301;5440.0;3
LKOH;0;20260414;70306;5440.0;9
LKOH;0;20260414;70306;5440.0;14
LKOH;0;20260414;70306;5440.0;9
LKOH;0;20260414;70306;5440.0;5
LKOH;0;20260414;70306;5440.0;15
LKOH;0;20260414;70306;5440.0;6
LKOH;0;20260414;70306;5440.0;9
LKOH;0;20260414;70306;5440.0;9
LKOH;0;20260414;70306;5440.0;5
LKOH;0;20260414;70308;5438.0;5
LKOH;0;20260414;70308;5438.0;2
LKOH;0;20260414;70308;5438.0;2
LKOH;0;20260414;70308;5438.0;3
LKOH;0;20260414;70308;5438.0;5
LKOH;0;20260414;70308;5438.0;1
LKOH;0;20260414;70313;5440.0;10
LKOH;0;20260414;70313;5440.0;19
LKOH;0;20260414;70313;5440.0;13
LKOH;0;20260414;70331;5438.0;1
LKOH;0;20260414;70332;5440.0;9
LKOH;0;20260414;70333;5440.0;9
LKOH;0;20260414;70333;5440.0;9
LKOH;0;20260414;70333;5440.0;9
LKOH;0;20260414;70336;5440.0;13
LKOH;0;20260414;70409;5440.0;7
LKOH;0;20260414;70424;5439.0;1
LKOH;0;20260414;70425;5439.0;4
LKOH;0;20260414;70434;5439.0;1
LKOH;0;20260414;70438;5439.0;1
LKOH;0;20260414;70439;5439.0;1
LKOH;0;20260414;70442;5438.5;1
LKOH;0;20260414;70455;5439.0;8
LKOH;0;20260414;70457;5440.0;1
LKOH;0;20260414;70500;5439.5;5
LKOH;0;20260414;70502;5440.0;2
LKOH;0;20260414;70506;5440.0;10
LKOH;0;20260414;70506;5440.0;20
LKOH;0;20260414;70506;5440.0;28
LKOH;0;20260414;70508;5440.0;57
LKOH;0;20260414;70508;5441.0;1
LKOH;0;20260414;70508;5442.0;2
LKOH;0;20260414;70511;5442.0;1
LKOH;0;20260414;70519;5441.5;1
LKOH;0;20260414;70523;5441.5;2
LKOH;0;20260414;70523;5442.0;3
LKOH;0;20260414;70555;5441.5;1
LKOH;0;20260414;70555;5441.5;1
LKOH;0;20260414;70555;5441.5;1
LKOH;0;20260414;70555;5441.5;16
LKOH;0;20260414;70555;5441.5;16
LKOH;0;20260414;70555;5441.5;13
LKOH;0;20260414;70558;5441.0;2
LKOH;0;20260414;70600;5441.0;5
LKOH;0;20260414;70600;5441.0;18
LKOH;0;20260414;70608;5441.5;4
LKOH;0;20260414;70621;5441.5;1
LKOH;0;20260414;70623;5441.5;19
LKOH;0;20260414;70645;5441.5;2
LKOH;0;20260414;70656;5441.0;1
LKOH;0;20260414;70656;5441.0;12
LKOH;0;20260414;70658;5441.0;8
LKOH;0;20260414;70703;5440.5;1
LKOH;0;20260414;70708;5440.0;5
LKOH;0;20260414;70708;5440.0;3
LKOH;0;20260414;70708;5440.0;1
LKOH;0;20260414;70708;5440.0;1
LKOH;0;20260414;70708;5440.0;40
LKOH;0;20260414;70708;5440.0;2
LKOH;0;20260414;70708;5440.0;2
LKOH;0;20260414;70708;5439.5;1
LKOH;0;20260414;70708;5439.0;35
LKOH;0;20260414;70708;5439.0;9
LKOH;0;20260414;70708;5439.0;50
LKOH;0;20260414;70708;5439.0;20
LKOH;0;20260414;70708;5439.0;1
LKOH;0;20260414;70708;5439.0;51
LKOH;0;20260414;70715;5439.5;1
LKOH;0;20260414;70716;5440.0;1
LKOH;0;20260414;70719;5439.0;13
LKOH;0;20260414;70719;5441.0;1
LKOH;0;20260414;70719;5438.5;2
LKOH;0;20260414;70719;5438.5;1
LKOH;0;20260414;70719;5438.5;1
LKOH;0;20260414;70719;5438.5;2
LKOH;0;20260414;70725;5438.5;6
LKOH;0;20260414;70727;5438.5;24
LKOH;0;20260414;70727;5438.0;1
LKOH;0;20260414;70727;5438.0;20
LKOH;0;20260414;70727;5438.0;155
LKOH;0;20260414;70727;5438.0;15
LKOH;0;20260414;70727;5438.0;19
LKOH;0;20260414;70727;5438.0;9
LKOH;0;20260414;70727;5438.0;9
LKOH;0;20260414;70727;5438.0;5
LKOH;0;20260414;70727;5438.0;9
LKOH;0;20260414;70727;5438.0;5
LKOH;0;20260414;70729;5438.5;13
LKOH;0;20260414;70729;5438.5;7
LKOH;0;20260414;70729;5438.0;26
LKOH;0;20260414;70730;5438.0;9
LKOH;0;20260414;70730;5438.0;9
LKOH;0;20260414;70730;5438.0;9
LKOH;0;20260414;70733;5438.0;721
LKOH;0;20260414;70733;5438.0;2
LKOH;0;20260414;70733;5437.5;10
LKOH;0;20260414;70733;5437.0;5
LKOH;0;20260414;70733;5437.0;9
LKOH;0;20260414;70733;5437.0;9
LKOH;0;20260414;70733;5437.0;9
LKOH;0;20260414;70733;5437.0;9
LKOH;0;20260414;70733;5437.0;28
LKOH;0;20260414;70733;5437.0;28
LKOH;0;20260414;70734;5437.0;9
LKOH;0;20260414;70734;5437.0;9
LKOH;0;20260414;70734;5437.0;20
LKOH;0;20260414;70734;5437.0;28
LKOH;0;20260414;70734;5437.0;316
LKOH;0;20260414;70734;5437.0;1
LKOH;0;20260414;70734;5437.0;5
LKOH;0;20260414;70734;5436.5;3
LKOH;0;20260414;70745;5436.5;13
LKOH;0;20260414;70745;5436.5;8
LKOH;0;20260414;70745;5436.5;3
LKOH;0;20260414;70745;5436.5;2
LKOH;0;20260414;70745;5436.5;4
LKOH;0;20260414;70745;5436.5;3
LKOH;0;20260414;70745;5436.5;29
LKOH;0;20260414;70745;5436.5;29
LKOH;0;20260414;70745;5436.5;9
LKOH;0;20260414;70745;5436.5;12
LKOH;0;20260414;70745;5436.5;8
LKOH;0;20260414;70758;5436.0;11
LKOH;0;20260414;70759;5436.0;2
LKOH;0;20260414;70801;5435.5;3
LKOH;0;20260414;70801;5435.5;3
LKOH;0;20260414;70801;5435.5;1
LKOH;0;20260414;70803;5435.0;6
LKOH;0;20260414;70803;5435.0;18
LKOH;0;20260414;70814;5435.0;1
LKOH;0;20260414;70814;5435.0;9
LKOH;0;20260414;70821;5435.0;1
LKOH;0;20260414;70821;5435.0;17
LKOH;0;20260414;70821;5434.5;3
LKOH;0;20260414;70821;5434.0;3
LKOH;0;20260414;70821;5433.5;2
LKOH;0;20260414;70821;5433.0;3
LKOH;0;20260414;70821;5433.0;2
LKOH;0;20260414;70821;5433.0;2
LKOH;0;20260414;70821;5433.0;12
LKOH;0;20260414;70821;5433.0;24
LKOH;0;20260414;70821;5432.0;3
LKOH;0;20260414;70821;5432.0;1
LKOH;0;20260414;70821;5432.0;152
LKOH;0;20260414;70823;5431.0;3
LKOH;0;20260414;70823;5431.0;1
LKOH;0;20260414;70823;5431.0;1
LKOH;0;20260414;70823;5430.0;3
LKOH;0;20260414;70823;5430.0;5
LKOH;0;20260414;70823;5430.0;19
LKOH;0;20260414;70823;5430.0;1
LKOH;0;20260414;70824;5430.5;24
LKOH;0;20260414;70824;5430.5;22
LKOH;0;20260414;70824;5430.0;54
LKOH;0;20260414;70832;5430.5;1
LKOH;0;20260414;70835;5432.0;20
LKOH;0;20260414;70847;5434.5;28
LKOH;0;20260414;70849;5432.0;10
LKOH;0;20260414;70849;5432.0;10
LKOH;0;20260414;70852;5434.5;8
LKOH;0;20260414;70853;5432.0;3
LKOH;0;20260414;70853;5432.0;7
LKOH;0;20260414;70904;5433.0;1
LKOH;0;20260414;70904;5433.0;11
LKOH;0;20260414;70904;5433.0;13
LKOH;0;20260414;70904;5433.0;5
LKOH;0;20260414;70904;5433.0;35
LKOH;0;20260414;70904;5433.0;35
LKOH;0;20260414;70904;5433.0;24
LKOH;0;20260414;70904;5433.0;3
LKOH;0;20260414;70904;5433.0;3
LKOH;0;20260414;70904;5433.0;7
LKOH;0;20260414;70904;5432.5;3
LKOH;0;20260414;70904;5432.5;14
LKOH;0;20260414;70904;5432.5;32
LKOH;0;20260414;70904;5432.5;30
LKOH;0;20260414;70904;5432.0;1
LKOH;0;20260414;70904;5432.0;76
LKOH;0;20260414;70904;5432.0;20
LKOH;0;20260414;70904;5432.0;8
LKOH;0;20260414;70904;5431.5;12
LKOH;0;20260414;70904;5431.5;50
LKOH;0;20260414;70904;5431.5;17
LKOH;0;20260414;70907;5434.5;10
LKOH;0;20260414;70910;5434.0;1
LKOH;0;20260414;70910;5434.5;2
LKOH;0;20260414;70913;5434.5;1
LKOH;0;20260414;70915;5434.5;1
LKOH;0;20260414;70918;5434.5;1
LKOH;0;20260414;70928;5432.5;1
LKOH;0;20260414;70928;5432.5;11
LKOH;0;20260414;70928;5432.5;29
LKOH;0;20260414;70928;5432.5;13
LKOH;0;20260414;70928;5432.5;4
LKOH;0;20260414;70928;5432.5;3
LKOH;0;20260414;70928;5432.5;7
LKOH;0;20260414;70928;5432.5;24
LKOH;0;20260414;70928;5432.5;6
LKOH;0;20260414;70928;5432.5;36
LKOH;0;20260414;70928;5432.5;36
LKOH;0;20260414;70936;5434.5;4
LKOH;0;20260414;70953;5434.5;10
LKOH;0;20260414;70955;5434.5;10
LKOH;0;20260414;71016;5434.5;1
LKOH;0;20260414;71017;5434.5;2
LKOH;0;20260414;71022;5434.5;2
LKOH;0;20260414;71030;5434.5;1
LKOH;0;20260414;71036;5434.5;1
LKOH;0;20260414;71046;5434.5;15
LKOH;0;20260414;71113;5434.5;8
LKOH;0;20260414;71124;5434.5;11
LKOH;0;20260414;71126;5433.5;1
LKOH;0;20260414;71148;5433.0;1
LKOH;0;20260414;71148;5432.5;1
LKOH;0;20260414;71148;5432.0;11
LKOH;0;20260414;71148;5431.5;11
LKOH;0;20260414;71148;5431.5;5
LKOH;0;20260414;71148;5431.5;13
LKOH;0;20260414;71148;5431.0;5
LKOH;0;20260414;71148;5431.0;17
LKOH;0;20260414;71148;5431.0;36
LKOH;0;20260414;71152;5431.0;30
LKOH;0;20260414;71155;5431.0;1
LKOH;0;20260414;71200;5431.0;10
LKOH;0;20260414;71203;5431.0;19
LKOH;0;20260414;71203;5431.0;11
LKOH;0;20260414;71203;5431.0;1
LKOH;0;20260414;71203;5431.0;5
LKOH;0;20260414;71203;5431.0;4
LKOH;0;20260414;71203;5430.5;460
LKOH;0;20260414;71206;5430.5;4
LKOH;0;20260414;71210;5430.5;20
LKOH;0;20260414;71212;5430.5;10
LKOH;0;20260414;71212;5430.5;28
LKOH;0;20260414;71215;5431.5;1
LKOH;0;20260414;71216;5431.5;10
LKOH;0;20260414;71217;5430.5;27
LKOH;0;20260414;71217;5430.0;15
LKOH;0;20260414;71221;5431.5;20
LKOH;0;20260414;71237;5430.5;1
LKOH;0;20260414;71237;5430.5;5
LKOH;0;20260414;71237;5430.5;1
LKOH;0;20260414;71237;5430.5;2
LKOH;0;20260414;71237;5430.5;1
LKOH;0;20260414;71241;5430.5;5
LKOH;0;20260414;71241;5430.0;5
LKOH;0;20260414;71315;5433.5;1
LKOH;0;20260414;71318;5431.5;190
LKOH;0;20260414;71318;5431.5;1
LKOH;0;20260414;71318;5431.5;8
LKOH;0;20260414;71318;5431.5;1
LKOH;0;20260414;71319;5433.5;1
LKOH;0;20260414;71345;5432.0;2
LKOH;0;20260414;71345;5432.0;3
LKOH;0;20260414;71351;5433.0;5
LKOH;0;20260414;71354;5433.5;4
LKOH;0;20260414;71356;5432.0;3
LKOH;0;20260414;71404;5433.5;1
LKOH;0;20260414;71410;5432.5;1
LKOH;0;20260414;71413;5433.0;3
LKOH;0;20260414;71419;5432.5;1
LKOH;0;20260414;71426;5431.5;1
LKOH;0;20260414;71426;5431.5;1
LKOH;0;20260414;71447;5432.5;1
LKOH;0;20260414;71450;5431.0;1
LKOH;0;20260414;71510;5432.5;1
LKOH;0;20260414;71513;5432.5;3
LKOH;0;20260414;71513;5432.5;5
LKOH;0;20260414;71517;5431.5;1
LKOH;0;20260414;71517;5431.5;2
LKOH;0;20260414;71517;5431.5;1
LKOH;0;20260414;71539;5432.5;5
LKOH;0;20260414;71552;5432.5;3
LKOH;0;20260414;71553;5432.5;1
LKOH;0;20260414;71617;5431.5;1
LKOH;0;20260414;71617;5431.5;1
LKOH;0;20260414;71617;5431.5;6
LKOH;0;20260414;71620;5433.0;19
LKOH;0;20260414;71620;5433.0;6
LKOH;0;20260414;71620;5433.5;10
LKOH;0;20260414;71708;5433.0;5
LKOH;0;20260414;71742;5433.5;1
LKOH;0;20260414;71756;5433.0;20
LKOH;0;20260414;71907;5433.0;1
LKOH;0;20260414;71914;5432.0;1
LKOH;0;20260414;71924;5431.5;1
LKOH;0;20260414;71924;5431.5;1
LKOH;0;20260414;71924;5431.0;8
LKOH;0;20260414;71936;5432.0;1
LKOH;0;20260414;71937;5432.0;5
LKOH;0;20260414;71937;5432.0;13
LKOH;0;20260414;71937;5432.0;15
LKOH;0;20260414;71937;5432.5;4
LKOH;0;20260414;71937;5432.5;4
LKOH;0;20260414;71937;5433.0;13
LKOH;0;20260414;71953;5432.0;2
LKOH;0;20260414;71953;5431.5;16
LKOH;0;20260414;71953;5431.5;2
LKOH;0;20260414;71953;5431.5;1
LKOH;0;20260414;71953;5431.5;13
LKOH;0;20260414;71953;5431.0;10
LKOH;0;20260414;71953;5431.0;3
LKOH;0;20260414;71953;5431.0;5
LKOH;0;20260414;71953;5431.0;8
LKOH;0;20260414;71953;5431.0;1
LKOH;0;20260414;71953;5430.0;406
LKOH;0;20260414;71953;5430.0;2
LKOH;0;20260414;71953;5430.0;30
LKOH;0;20260414;71953;5430.0;1
LKOH;0;20260414;71953;5430.0;2
LKOH;0;20260414;71953;5430.0;20
LKOH;0;20260414;71953;5430.0;10
LKOH;0;20260414;71953;5430.0;4
LKOH;0;20260414;71953;5430.0;3
LKOH;0;20260414;71953;5430.0;2
LKOH;0;20260414;71953;5430.0;1
LKOH;0;20260414;71953;5430.0;2
LKOH;0;20260414;71953;5430.0;20
LKOH;0;20260414;71953;5429.5;1
LKOH;0;20260414;71953;5429.5;50
LKOH;0;20260414;71953;5429.5;20
LKOH;0;20260414;71953;5429.0;3
LKOH;0;20260414;71953;5429.0;5
LKOH;0;20260414;71953;5429.0;20
LKOH;0;20260414;71953;5428.5;20
LKOH;0;20260414;71953;5428.5;57
LKOH;0;20260414;71958;5431.0;10
LKOH;0;20260414;72005;5430.5;1
LKOH;0;20260414;72005;5431.0;1
LKOH;0;20260414;72052;5432.0;1
LKOH;0;20260414;72109;5432.0;1
LKOH;0;20260414;72109;5432.0;1
LKOH;0;20260414;72109;5431.5;1
LKOH;0;20260414;72109;5431.5;1
LKOH;0;20260414;72115;5431.5;1
LKOH;0;20260414;72116;5431.5;3
LKOH;0;20260414;72131;5431.5;1
LKOH;0;20260414;72135;5431.5;13
LKOH;0;20260414;72135;5431.5;33
LKOH;0;20260414;72135;5431.5;13
LKOH;0;20260414;72140;5431.5;89
LKOH;0;20260414;72140;5431.5;1
LKOH;0;20260414;72151;5433.0;10
LKOH;0;20260414;72151;5433.0;10
LKOH;0;20260414;72151;5434.0;1
LKOH;0;20260414;72151;5434.5;10
LKOH;0;20260414;72151;5434.5;4
LKOH;0;20260414;72151;5434.5;74
LKOH;0;20260414;72151;5435.0;1
LKOH;0;20260414;72207;5435.0;2
LKOH;0;20260414;72215;5435.0;33
LKOH;0;20260414;72228;5438.0;1
LKOH;0;20260414;72228;5438.0;2
LKOH;0;20260414;72300;5438.0;5
LKOH;0;20260414;72301;5437.5;1
LKOH;0;20260414;72349;5437.0;1
LKOH;0;20260414;72349;5437.0;22
LKOH;0;20260414;72349;5437.0;43
LKOH;0;20260414;72349;5437.0;8
LKOH;0;20260414;72349;5437.0;8
LKOH;0;20260414;72349;5437.0;37
LKOH;0;20260414;72349;5437.0;15
LKOH;0;20260414;72349;5437.0;1
LKOH;0;20260414;72349;5437.0;46
LKOH;0;20260414;72349;5437.0;14
LKOH;0;20260414;72349;5437.5;20
LKOH;0;20260414;72349;5437.5;1
LKOH;0;20260414;72349;5437.5;16
LKOH;0;20260414;72349;5437.5;13
LKOH;0;20260414;72349;5437.5;2
LKOH;0;20260414;72349;5438.0;20
LKOH;0;20260414;72349;5438.0;25
LKOH;0;20260414;72349;5438.5;8
LKOH;0;20260414;72349;5438.5;8
LKOH;0;20260414;72349;5438.5;8
LKOH;0;20260414;72349;5438.5;8
LKOH;0;20260414;72349;5438.5;20
LKOH;0;20260414;72349;5438.5;4
LKOH;0;20260414;72349;5439.0;8
LKOH;0;20260414;72349;5439.0;8
LKOH;0;20260414;72349;5439.0;8
LKOH;0;20260414;72349;5439.0;20
LKOH;0;20260414;72349;5439.0;14
LKOH;0;20260414;72349;5439.5;8
LKOH;0;20260414;72349;5439.5;8
LKOH;0;20260414;72349;5439.5;50
LKOH;0;20260414;72349;5440.0;25
LKOH;0;20260414;72349;5440.5;64
LKOH;0;20260414;72349;5440.5;64
LKOH;0;20260414;72349;5441.0;15
