<TICKER>;<PER>;<DATE>;<TIME>;<LAST>;<VOL>
LKOH;0;20260414;070013;5449.5;2
LKOH;0;20260414;070014;5447.5;2
LKOH;0;20260414;070014;5447;1
LKOH;0;20260414;070014;5446.5;1
LKOH;0;20260414;070014;5446;3
LKOH;0;20260414;070015;5445;3
LKOH;0;20260414;070015;5445;9
LKOH;0;20260414;070015;5445;1
LKOH;0;20260414;070021;5445;1
LKOH;0;20260414;070021;5445;9
LKOH;0;20260414;070025;5445;1
LKOH;0;20260414;070025;5445;1
LKOH;0;20260414;070025;5444;3
LKOH;0;20260414;070025;5444;50
LKOH;0;20260414;070025;5444;1
LKOH;0;20260414;070025;5444;70
LKOH;0;20260414;070025;5443.5;200
LKOH;0;20260414;070025;5443.5;3
LKOH;0;20260414;070025;5443;3
LKOH;0;20260414;070025;5443;3
LKOH;0;20260414;070026;5442.5;1
LKOH;0;20260414;070026;5442.5;1
LKOH;0;20260414;070028;5442;3
LKOH;0;20260414;070028;5441.5;1
LKOH;0;20260414;070030;5442.5;2
LKOH;0;20260414;070030;5443;1
LKOH;0;20260414;070030;5443.5;5
LKOH;0;20260414;070030;5443.5;15
LKOH;0;20260414;070030;5443.5;9
LKOH;0;20260414;070030;5443.5;5
LKOH;0;20260414;070030;5443.5;9
LKOH;0;20260414;070030;5443.5;6
LKOH;0;20260414;070030;5443.5;7
LKOH;0;20260414;070031;5443.5;1
LKOH;0;20260414;070035;5443.5;500
LKOH;0;20260414;070035;5443.5;14
LKOH;0;20260414;070042;5444;1
LKOH;0;20260414;070044;5443.5;14
LKOH;0;20260414;070044;5443;3
LKOH;0;20260414;070045;5443;17
LKOH;0;20260414;070045;5442.5;25
LKOH;0;20260414;070045;5442.5;9
LKOH;0;20260414;070045;5442.5;7
LKOH;0;20260414;070045;5441.5;74
LKOH;0;20260414;070045;5441;30
LKOH;0;20260414;070045;5441;3
LKOH;0;20260414;070045;5440.5;20
LKOH;0;20260414;070045;5440.5;4
LKOH;0;20260414;070045;5440.5;20
LKOH;0;20260414;070045;5440.5;27
LKOH;0;20260414;070045;5440.5;1
LKOH;0;20260414;070045;5440.5;10
LKOH;0;20260414;070045;5440;1
LKOH;0;20260414;070045;5440;3
LKOH;0;20260414;070045;5440;19
LKOH;0;20260414;070045;5440;31
LKOH;0;20260414;070045;5439;3
LKOH;0;20260414;070045;5439;8
LKOH;0;20260414;070045;5439;8
LKOH;0;20260414;070045;5438.5;30
LKOH;0;20260414;070049;5444.5;1
LKOH;0;20260414;070049;5444.5;1
LKOH;0;20260414;070049;5444.5;1
LKOH;0;20260414;070049;5445;1
LKOH;0;20260414;070049;5445.5;1
LKOH;0;20260414;070049;5445.5;4
LKOH;0;20260414;070049;5446;1
LKOH;0;20260414;070049;5447;40
LKOH;0;20260414;070053;5443.5;3
LKOH;0;20260414;070054;5444;1
LKOH;0;20260414;070056;5444;1
LKOH;0;20260414;070057;5444;1
LKOH;0;20260414;070058;5444;1
LKOH;0;20260414;070101;5443;1
LKOH;0;20260414;070102;5443.5;1
LKOH;0;20260414;070103;5442.5;2
LKOH;0;20260414;070103;5442.5;5
LKOH;0;20260414;070104;5443.5;1
LKOH;0;20260414;070105;5444;1
LKOH;0;20260414;070110;5444.5;3
LKOH;0;20260414;070119;5444.5;12
LKOH;0;20260414;070119;5444.5;64
LKOH;0;20260414;070119;5445;24
LKOH;0;20260414;070122;5442.5;1
LKOH;0;20260414;070125;5443;5
LKOH;0;20260414;070125;5443;5
LKOH;0;20260414;070125;5443.5;6
LKOH;0;20260414;070125;5443.5;12
LKOH;0;20260414;070125;5443.5;7
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444;5
LKOH;0;20260414;070125;5444.5;1
LKOH;0;20260414;070125;5445;20
LKOH;0;20260414;070130;5442.5;1
LKOH;0;20260414;070130;5445;256
LKOH;0;20260414;070130;5445;12
LKOH;0;20260414;070130;5445;20
LKOH;0;20260414;070130;5445.5;20
LKOH;0;20260414;070130;5446;5
LKOH;0;20260414;070130;5446;5
LKOH;0;20260414;070130;5446;20
LKOH;0;20260414;070130;5446.5;47
LKOH;0;20260414;070138;5442.5;5
LKOH;0;20260414;070138;5442.5;8
LKOH;0;20260414;070138;5442.5;6
LKOH;0;20260414;070138;5442;9
LKOH;0;20260414;070138;5442;9
LKOH;0;20260414;070138;5442;2
LKOH;0;20260414;070138;5441.5;13
LKOH;0;20260414;070138;5441.5;5
LKOH;0;20260414;070138;5441.5;2
LKOH;0;20260414;070138;5441;1
LKOH;0;20260414;070138;5441;6
LKOH;0;20260414;070138;5441;9
LKOH;0;20260414;070146;5440.5;1
LKOH;0;20260414;070146;5440;5
LKOH;0;20260414;070149;5443.5;1
LKOH;0;20260414;070149;5443.5;4
LKOH;0;20260414;070151;5441.5;1
LKOH;0;20260414;070151;5441;1
LKOH;0;20260414;070151;5440.5;4
LKOH;0;20260414;070151;5440.5;9
LKOH;0;20260414;070155;5440;5
LKOH;0;20260414;070155;5440;12
LKOH;0;20260414;070155;5440;1
LKOH;0;20260414;070155;5440;1
LKOH;0;20260414;070155;5439.5;18
LKOH;0;20260414;070157;5443;3
LKOH;0;20260414;070200;5443;71
LKOH;0;20260414;070200;5443.5;1
LKOH;0;20260414;070200;5443.5;1
LKOH;0;20260414;070200;5443.5;1
LKOH;0;20260414;070200;5443.5;1
LKOH;0;20260414;070200;5443.5;15
LKOH;0;20260414;070203;5441.5;2
LKOH;0;20260414;070203;5441;1
LKOH;0;20260414;070203;5441;1
LKOH;0;20260414;070203;5440.5;2
LKOH;0;20260414;070203;5440.5;12
LKOH;0;20260414;070203;5440.5;1
LKOH;0;20260414;070203;5440.5;1
LKOH;0;20260414;070203;5440.5;14
LKOH;0;20260414;070203;5440;20
LKOH;0;20260414;070203;5439.5;20
LKOH;0;20260414;070203;5439;20
LKOH;0;20260414;070203;5438.5;2
LKOH;0;20260414;070203;5438;1
LKOH;0;20260414;070203;5438;3
LKOH;0;20260414;070203;5438;20
LKOH;0;20260414;070203;5438;74
LKOH;0;20260414;070203;5437.5;64
LKOH;0;20260414;070203;5437.5;50
LKOH;0;20260414;070203;5437.5;10
LKOH;0;20260414;070203;5437.5;14
LKOH;0;20260414;070203;5437;283
LKOH;0;20260414;070203;5442.5;40
LKOH;0;20260414;070205;5441;1
LKOH;0;20260414;070205;5441;1
LKOH;0;20260414;070205;5441;8
LKOH;0;20260414;070224;5438.5;1
LKOH;0;20260414;070224;5438.5;12
LKOH;0;20260414;070224;5438.5;1
LKOH;0;20260414;070224;5438.5;1
LKOH;0;20260414;070224;5438.5;1
LKOH;0;20260414;070224;5438.5;1
LKOH;0;20260414;070224;5438;8
LKOH;0;20260414;070224;5437.5;20
LKOH;0;20260414;070224;5437.5;28
LKOH;0;20260414;070224;5437;425
LKOH;0;20260414;070240;5437.5;1
LKOH;0;20260414;070247;5437;300
LKOH;0;20260414;070248;5437;10
LKOH;0;20260414;070255;5437.5;1
LKOH;0;20260414;070255;5438;1
LKOH;0;20260414;070255;5438;5
LKOH;0;20260414;070255;5438;11
LKOH;0;20260414;070256;5437;2
LKOH;0;20260414;070259;5437;1
LKOH;0;20260414;070301;5439;1
LKOH;0;20260414;070301;5438;3
LKOH;0;20260414;070301;5440;3
LKOH;0;20260414;070306;5440;9
LKOH;0;20260414;070306;5440;14
LKOH;0;20260414;070306;5440;9
LKOH;0;20260414;070306;5440;5
LKOH;0;20260414;070306;5440;15
LKOH;0;20260414;070306;5440;6
LKOH;0;20260414;070306;5440;9
LKOH;0;20260414;070306;5440;9
LKOH;0;20260414;070306;5440;5
LKOH;0;20260414;070308;5438;5
LKOH;0;20260414;070308;5438;2
LKOH;0;20260414;070308;5438;2
LKOH;0;20260414;070308;5438;3
LKOH;0;20260414;070308;5438;5
LKOH;0;20260414;070308;5438;1
LKOH;0;20260414;070313;5440;10
LKOH;0;20260414;070313;5440;19
LKOH;0;20260414;070313;5440;13
LKOH;0;20260414;070331;5438;1
LKOH;0;20260414;070332;5440;9
LKOH;0;20260414;070333;5440;9
LKOH;0;20260414;070333;5440;9
LKOH;0;20260414;070333;5440;9
LKOH;0;20260414;070336;5440;13
LKOH;0;20260414;070409;5440;7
LKOH;0;20260414;070424;5439;1
LKOH;0;20260414;070425;5439;4
LKOH;0;20260414;070434;5439;1
LKOH;0;20260414;070438;5439;1
LKOH;0;20260414;070439;5439;1
LKOH;0;20260414;070442;5438.5;1
LKOH;0;20260414;070455;5439;8
LKOH;0;20260414;070457;5440;1
LKOH;0;20260414;070500;5439.5;5
LKOH;0;20260414;070502;5440;2
LKOH;0;20260414;070506;5440;10
LKOH;0;20260414;070506;5440;20
LKOH;0;20260414;070506;5440;28
LKOH;0;20260414;070508;5440;57
LKOH;0;20260414;070508;5441;1
LKOH;0;20260414;070508;5442;2
LKOH;0;20260414;070511;5442;1
LKOH;0;20260414;070519;5441.5;1
LKOH;0;20260414;070523;5441.5;2
LKOH;0;20260414;070523;5442;3
LKOH;0;20260414;070555;5441.5;1
LKOH;0;20260414;070555;5441.5;1
LKOH;0;20260414;070555;5441.5;1
LKOH;0;20260414;070555;5441.5;16
LKOH;0;20260414;070555;5441.5;16
LKOH;0;20260414;070555;5441.5;13
LKOH;0;20260414;070558;5441;2
LKOH;0;20260414;070600;5441;5
LKOH;0;20260414;070600;5441;18
LKOH;0;20260414;070608;5441.5;4
LKOH;0;20260414;070621;5441.5;1
LKOH;0;20260414;070623;5441.5;19
LKOH;0;20260414;070645;5441.5;2
LKOH;0;20260414;070656;5441;1
LKOH;0;20260414;070656;5441;12
LKOH;0;20260414;070658;5441;8
LKOH;0;20260414;070703;5440.5;1
LKOH;0;20260414;070708;5440;5
LKOH;0;20260414;070708;5440;3
LKOH;0;20260414;070708;5440;1
LKOH;0;20260414;070708;5440;1
LKOH;0;20260414;070708;5440;40
LKOH;0;20260414;070708;5440;2
LKOH;0;20260414;070708;5440;2
LKOH;0;20260414;070708;5439.5;1
LKOH;0;20260414;070708;5439;35
LKOH;0;20260414;070708;5439;9
LKOH;0;20260414;070708;5439;50
LKOH;0;20260414;070708;5439;20
LKOH;0;20260414;070708;5439;1
LKOH;0;20260414;070708;5439;51
LKOH;0;20260414;070715;5439.5;1
LKOH;0;20260414;070716;5440;1
LKOH;0;20260414;070719;5439;13
LKOH;0;20260414;070719;5441;1
LKOH;0;20260414;070719;5438.5;2
LKOH;0;20260414;070719;5438.5;1
LKOH;0;20260414;070719;5438.5;1
LKOH;0;20260414;070719;5438.5;2
LKOH;0;20260414;070725;5438.5;6
LKOH;0;20260414;070727;5438.5;24
LKOH;0;20260414;070727;5438;1
LKOH;0;20260414;070727;5438;20
LKOH;0;20260414;070727;5438;155
LKOH;0;20260414;070727;5438;15
LKOH;0;20260414;070727;5438;19
LKOH;0;20260414;070727;5438;9
LKOH;0;20260414;070727;5438;9
LKOH;0;20260414;070727;5438;5
LKOH;0;20260414;070727;5438;9
LKOH;0;20260414;070727;5438;5
LKOH;0;20260414;070729;5438.5;13
LKOH;0;20260414;070729;5438.5;7
LKOH;0;20260414;070729;5438;26
LKOH;0;20260414;070730;5438;9
LKOH;0;20260414;070730;5438;9
LKOH;0;20260414;070730;5438;9
LKOH;0;20260414;070733;5438;721
LKOH;0;20260414;070733;5438;2
LKOH;0;20260414;070733;5437.5;10
LKOH;0;20260414;070733;5437;5
LKOH;0;20260414;070733;5437;9
LKOH;0;20260414;070733;5437;9
LKOH;0;20260414;070733;5437;9
LKOH;0;20260414;070733;5437;9
LKOH;0;20260414;070733;5437;28
LKOH;0;20260414;070733;5437;28
LKOH;0;20260414;070734;5437;9
LKOH;0;20260414;070734;5437;9
LKOH;0;20260414;070734;5437;20
LKOH;0;20260414;070734;5437;28
LKOH;0;20260414;070734;5437;316
LKOH;0;20260414;070734;5437;1
LKOH;0;20260414;070734;5437;5
LKOH;0;20260414;070734;5436.5;3
LKOH;0;20260414;070745;5436.5;13
LKOH;0;20260414;070745;5436.5;8
LKOH;0;20260414;070745;5436.5;3
LKOH;0;20260414;070745;5436.5;2
LKOH;0;20260414;070745;5436.5;4
LKOH;0;20260414;070745;5436.5;3
LKOH;0;20260414;070745;5436.5;29
LKOH;0;20260414;070745;5436.5;29
LKOH;0;20260414;070745;5436.5;9
LKOH;0;20260414;070745;5436.5;12
LKOH;0;20260414;070745;5436.5;8
LKOH;0;20260414;070758;5436;11
LKOH;0;20260414;070759;5436;2
LKOH;0;20260414;070801;5435.5;3
LKOH;0;20260414;070801;5435.5;3
LKOH;0;20260414;070801;5435.5;1
LKOH;0;20260414;070803;5435;6
LKOH;0;20260414;070803;5435;18
LKOH;0;20260414;070814;5435;1
LKOH;0;20260414;070814;5435;9
LKOH;0;20260414;070821;5435;1
LKOH;0;20260414;070821;5435;17
LKOH;0;20260414;070821;5434.5;3
LKOH;0;20260414;070821;5434;3
LKOH;0;20260414;070821;5433.5;2
LKOH;0;20260414;070821;5433;3
LKOH;0;20260414;070821;5433;2
LKOH;0;20260414;070821;5433;2
LKOH;0;20260414;070821;5433;12
LKOH;0;20260414;070821;5433;24
LKOH;0;20260414;070821;5432;3
LKOH;0;20260414;070821;5432;1
LKOH;0;20260414;070821;5432;152
LKOH;0;20260414;070823;5431;3
LKOH;0;20260414;070823;5431;1
LKOH;0;20260414;070823;5431;1
LKOH;0;20260414;070823;5430;3
LKOH;0;20260414;070823;5430;5
LKOH;0;20260414;070823;5430;19
LKOH;0;20260414;070823;5430;1
LKOH;0;20260414;070824;5430.5;24
LKOH;0;20260414;070824;5430.5;22
LKOH;0;20260414;070824;5430;54
LKOH;0;20260414;070832;5430.5;1
LKOH;0;20260414;070835;5432;20
LKOH;0;20260414;070847;5434.5;28
LKOH;0;20260414;070849;5432;10
LKOH;0;20260414;070849;5432;10
LKOH;0;20260414;070852;5434.5;8
LKOH;0;20260414;070853;5432;3
LKOH;0;20260414;070853;5432;7
LKOH;0;20260414;070904;5433;1
LKOH;0;20260414;070904;5433;11
LKOH;0;20260414;070904;5433;13
LKOH;0;20260414;070904;5433;5
LKOH;0;20260414;070904;5433;35
LKOH;0;20260414;070904;5433;35
LKOH;0;20260414;070904;5433;24
LKOH;0;20260414;070904;5433;3
LKOH;0;20260414;070904;5433;3
LKOH;0;20260414;070904;5433;7
LKOH;0;20260414;070904;5432.5;3
LKOH;0;20260414;070904;5432.5;14
LKOH;0;20260414;070904;5432.5;32
LKOH;0;20260414;070904;5432.5;30
LKOH;0;20260414;070904;5432;1
LKOH;0;20260414;070904;5432;76
LKOH;0;20260414;070904;5432;20
LKOH;0;20260414;070904;5432;8
LKOH;0;20260414;070904;5431.5;12
LKOH;0;20260414;070904;5431.5;50
LKOH;0;20260414;070904;5431.5;17
LKOH;0;20260414;070907;5434.5;10
LKOH;0;20260414;070910;5434;1
LKOH;0;20260414;070910;5434.5;2
LKOH;0;20260414;070913;5434.5;1
LKOH;0;20260414;070915;5434.5;1
LKOH;0;20260414;070918;5434.5;1
LKOH;0;20260414;070928;5432.5;1
LKOH;0;20260414;070928;5432.5;11
LKOH;0;20260414;070928;5432.5;29
LKOH;0;20260414;070928;5432.5;13
LKOH;0;20260414;070928;5432.5;4
LKOH;0;20260414;070928;5432.5;3
LKOH;0;20260414;070928;5432.5;7
LKOH;0;20260414;070928;5432.5;24
LKOH;0;20260414;070928;5432.5;6
LKOH;0;20260414;070928;5432.5;36
LKOH;0;20260414;070928;5432.5;36
LKOH;0;20260414;070936;5434.5;4
LKOH;0;20260414;070953;5434.5;10
LKOH;0;20260414;070955;5434.5;10
LKOH;0;20260414;071016;5434.5;1
LKOH;0;20260414;071017;5434.5;2
LKOH;0;20260414;071022;5434.5;2
LKOH;0;20260414;071030;5434.5;1
LKOH;0;20260414;071036;5434.5;1
LKOH;0;20260414;071046;5434.5;15
LKOH;0;20260414;071113;5434.5;8
LKOH;0;20260414;071124;5434.5;11
LKOH;0;20260414;071126;5433.5;1
LKOH;0;20260414;071148;5433;1
LKOH;0;20260414;071148;5432.5;1
LKOH;0;20260414;071148;5432;11
LKOH;0;20260414;071148;5431.5;11
LKOH;0;20260414;071148;5431.5;5
LKOH;0;20260414;071148;5431.5;13
LKOH;0;20260414;071148;5431;5
LKOH;0;20260414;071148;5431;17
LKOH;0;20260414;071148;5431;36
LKOH;0;20260414;071152;5431;30
LKOH;0;20260414;071155;5431;1
LKOH;0;20260414;071200;5431;10
LKOH;0;20260414;071203;5431;19
LKOH;0;20260414;071203;5431;11
LKOH;0;20260414;071203;5431;1
LKOH;0;20260414;071203;5431;5
LKOH;0;20260414;071203;5431;4
LKOH;0;20260414;071203;5430.5;460
LKOH;0;20260414;071206;5430.5;4
LKOH;0;20260414;071210;5430.5;20
LKOH;0;20260414;071212;5430.5;10
LKOH;0;20260414;071212;5430.5;28
LKOH;0;20260414;071215;5431.5;1
LKOH;0;20260414;071216;5431.5;10
LKOH;0;20260414;071217;5430.5;27
LKOH;0;20260414;071217;5430;15
LKOH;0;20260414;071221;5431.5;20
LKOH;0;20260414;071237;5430.5;1
LKOH;0;20260414;071237;5430.5;5
LKOH;0;20260414;071237;5430.5;1
LKOH;0;20260414;071237;5430.5;2
LKOH;0;20260414;071237;5430.5;1
LKOH;0;20260414;071241;5430.5;5
LKOH;0;20260414;071241;5430;5
LKOH;0;20260414;071315;5433.5;1
LKOH;0;20260414;071318;5431.5;190
LKOH;0;20260414;071318;5431.5;1
LKOH;0;20260414;071318;5431.5;8
LKOH;0;20260414;071318;5431.5;1
LKOH;0;20260414;071319;5433.5;1
LKOH;0;20260414;071345;5432;2
LKOH;0;20260414;071345;5432;3
LKOH;0;20260414;071351;5433;5
LKOH;0;20260414;071354;5433.5;4
LKOH;0;20260414;071356;5432;3
LKOH;0;20260414;071404;5433.5;1
LKOH;0;20260414;071410;5432.5;1
LKOH;0;20260414;071413;5433;3
LKOH;0;20260414;071419;5432.5;1
LKOH;0;20260414;071426;5431.5;1
LKOH;0;20260414;071426;5431.5;1
LKOH;0;20260414;071447;5432.5;1
LKOH;0;20260414;071450;5431;1
LKOH;0;20260414;071510;5432.5;1
LKOH;0;20260414;071513;5432.5;3
LKOH;0;20260414;071513;5432.5;5
LKOH;0;20260414;071517;5431.5;1
LKOH;0;20260414;071517;5431.5;2
LKOH;0;20260414;071517;5431.5;1
LKOH;0;20260414;071539;5432.5;5
LKOH;0;20260414;071552;5432.5;3
LKOH;0;20260414;071553;5432.5;1
LKOH;0;20260414;071617;5431.5;1
LKOH;0;20260414;071617;5431.5;1
LKOH;0;20260414;071617;5431.5;6
LKOH;0;20260414;071620;5433;19
LKOH;0;20260414;071620;5433;6
LKOH;0;20260414;071620;5433.5;10
LKOH;0;20260414;071708;5433;5
LKOH;0;20260414;071742;5433.5;1
LKOH;0;20260414;071756;5433;20
LKOH;0;20260414;071907;5433;1
LKOH;0;20260414;071914;5432;1
LKOH;0;20260414;071924;5431.5;1
LKOH;0;20260414;071924;5431.5;1
LKOH;0;20260414;071924;5431;8
LKOH;0;20260414;071936;5432;1
LKOH;0;20260414;071937;5432;5
LKOH;0;20260414;071937;5432;13
LKOH;0;20260414;071937;5432;15
LKOH;0;20260414;071937;5432.5;4
LKOH;0;20260414;071937;5432.5;4
LKOH;0;20260414;071937;5433;13
LKOH;0;20260414;071953;5432;2
LKOH;0;20260414;071953;5431.5;16
LKOH;0;20260414;071953;5431.5;2
LKOH;0;20260414;071953;5431.5;1
LKOH;0;20260414;071953;5431.5;13
LKOH;0;20260414;071953;5431;10
LKOH;0;20260414;071953;5431;3
LKOH;0;20260414;071953;5431;5
LKOH;0;20260414;071953;5431;8
LKOH;0;20260414;071953;5431;1
LKOH;0;20260414;071953;5430;406
LKOH;0;20260414;071953;5430;2
LKOH;0;20260414;071953;5430;30
LKOH;0;20260414;071953;5430;1
LKOH;0;20260414;071953;5430;2
LKOH;0;20260414;071953;5430;20
LKOH;0;20260414;071953;5430;10
LKOH;0;20260414;071953;5430;4
LKOH;0;20260414;071953;5430;3
LKOH;0;20260414;071953;5430;2
LKOH;0;20260414;071953;5430;1
LKOH;0;20260414;071953;5430;2
LKOH;0;20260414;071953;5430;20
LKOH;0;20260414;071953;5429.5;1
LKOH;0;20260414;071953;5429.5;50
LKOH;0;20260414;071953;5429.5;20
LKOH;0;20260414;071953;5429;3
LKOH;0;20260414;071953;5429;5
LKOH;0;20260414;071953;5429;20
LKOH;0;20260414;071953;5428.5;20
LKOH;0;20260414;071953;5428.5;57
LKOH;0;20260414;071958;5431;10
LKOH;0;20260414;072005;5430.5;1
LKOH;0;20260414;072005;5431;1
LKOH;0;20260414;072052;5432;1
LKOH;0;20260414;072109;5432;1
LKOH;0;20260414;072109;5432;1
LKOH;0;20260414;072109;5431.5;1
LKOH;0;20260414;072109;5431.5;1
LKOH;0;20260414;072115;5431.5;1
LKOH;0;20260414;072116;5431.5;3
LKOH;0;20260414;072131;5431.5;1
LKOH;0;20260414;072135;5431.5;13
LKOH;0;20260414;072135;5431.5;33
LKOH;0;20260414;072135;5431.5;13
LKOH;0;20260414;072140;5431.5;89
LKOH;0;20260414;072140;5431.5;1
LKOH;0;20260414;072151;5433;10
LKOH;0;20260414;072151;5433;10
LKOH;0;20260414;072151;5434;1
LKOH;0;20260414;072151;5434.5;10
LKOH;0;20260414;072151;5434.5;4
LKOH;0;20260414;072151;5434.5;74
LKOH;0;20260414;072151;5435;1
LKOH;0;20260414;072207;5435;2
LKOH;0;20260414;072215;5435;33
LKOH;0;20260414;072228;5438;1
LKOH;0;20260414;072228;5438;2
LKOH;0;20260414;072300;5438;5
LKOH;0;20260414;072301;5437.5;1
LKOH;0;20260414;072349;5437;1
LKOH;0;20260414;072349;5437;22
LKOH;0;20260414;072349;5437;43
LKOH;0;20260414;072349;5437;8
LKOH;0;20260414;072349;5437;8
LKOH;0;20260414;072349;5437;37
LKOH;0;20260414;072349;5437;15
LKOH;0;20260414;072349;5437;1
LKOH;0;20260414;072349;5437;46
LKOH;0;20260414;072349;5437;14
LKOH;0;20260414;072349;5437.5;20
LKOH;0;20260414;072349;5437.5;1
LKOH;0;20260414;072349;5437.5;16
LKOH;0;20260414;072349;5437.5;13
LKOH;0;20260414;072349;5437.5;2
LKOH;0;20260414;072349;5438;20
LKOH;0;20260414;072349;5438;25
LKOH;0;20260414;072349;5438.5;8
LKOH;0;20260414;072349;5438.5;8
LKOH;0;20260414;072349;5438.5;8
LKOH;0;20260414;072349;5438.5;8
LKOH;0;20260414;072349;5438.5;20
LKOH;0;20260414;072349;5438.5;4
LKOH;0;20260414;072349;5439;8
LKOH;0;20260414;072349;5439;8
LKOH;0;20260414;072349;5439;8
LKOH;0;20260414;072349;5439;20
LKOH;0;20260414;072349;5439;14
LKOH;0;20260414;072349;5439.5;8
LKOH;0;20260414;072349;5439.5;8
LKOH;0;20260414;072349;5439.5;50
LKOH;0;20260414;072349;5440;25
LKOH;0;20260414;072349;5440.5;64
LKOH;0;20260414;072349;5440.5;64
LKOH;0;20260414;072349;5441;15
LKOH;0;20260414;072349;5441;8
LKOH;0;20260414;072349;5441;8
LKOH;0;20260414;072349;5441;44
LKOH;0;20260414;072353;5439.5;13
LKOH;0;20260414;072353;5439.5;3
LKOH;0;20260414;072353;5439.5;20
LKOH;0;20260414;072353;5439.5;44
LKOH;0;20260414;072353;5439.5;22
LKOH;0;20260414;072353;5440;7
LKOH;0;20260414;072353;5440;2
LKOH;0;20260414;072353;5440;1
LKOH;0;20260414;072357;5439.5;3
LKOH;0;20260414;072409;5439;1
LKOH;0;20260414;072443;5438.5;1
LKOH;0;20260414;072443;5439;4
LKOH;0;20260414;072445;5439;1
LKOH;0;20260414;072454;5439;1
LKOH;0;20260414;072457;5438;1
LKOH;0;20260414;072458;5439;1
LKOH;0;20260414;072458;5438;4
LKOH;0;20260414;072458;5438;16
LKOH;0;20260414;072458;5438;15
LKOH;0;20260414;072458;5437;13
LKOH;0;20260414;072458;5437;15
LKOH;0;20260414;072458;5436.5;1
LKOH;0;20260414;072458;5436.5;1
LKOH;0;20260414;072458;5436.5;20
LKOH;0;20260414;072458;5436;20
LKOH;0;20260414;072458;5435.5;20
LKOH;0;20260414;072458;5435;20
LKOH;0;20260414;072458;5435;74
LKOH;0;20260414;072458;5434.5;3
LKOH;0;20260414;072515;5435;1
LKOH;0;20260414;072515;5435;16
LKOH;0;20260414;072515;5435;19
LKOH;0;20260414;072515;5435;37
LKOH;0;20260414;072515;5435;22
LKOH;0;20260414;072557;5436.5;9
